DATA,TIP TIPSTER,ora,COTA,CINE,CAMP,GAZDE,G_LOC_TOTAL,G_ZI_TOTAL,G_U1_TOTAL,G_U2_TOTAL,G_U3_TOTAL,G_U4_TOTAL,G_U5_TOTAL,OASPETI,O_LOC_TOTAL,O_ZI_TOTAL,O_U1_TOTAL,O_U2_TOTAL,O_U3_TOTAL,O_U4_TOTAL,O_U5_TOTAL,1COTA,XCOTA,2COTA,SCOR,PAUZA,G_LOC_ACASA,G_ZI_ACASA,G_U1_ACASA,G_U2_ACASA,G_U3_ACASA,G_U4_ACASA,G_U5_ACASA,O_LOC_DEPL,O_ZI_DEPL,O_U1_DEPL,O_U2_DEPL,O_U3_DEPL,O_U4_DEPL,O_U5_DEPL
3/8/2020,,,2,GEORGE MILS,CH2,VLASIM,14,I,V,I,V,I,I,PARDUBICE,1.0,V,I,V,V,I,V,4.1,3.45,1.82,0.-1,0.-1,14,I,V,V,I,I,V,1.0,V,V,I,I,V,V
3/8/2020,,,X,HAIDEN ASLEI,SP1,LEVANTE,12,E,I,V,I,V,I,GRANADA,9.0,E,E,V,V,I,V,2.1,3.35,3.6,1.-1,1.-0,10,E,V,V,I,V,I,12.0,E,V,I,I,I,I
3/8/2020,,,1,HEIKI LAURILA,PE,U DEPORTES,4,V,E,I,V,V,V,ALIANZA LIMA,12.0,I,V,I,V,E,I,2.0,3.25,4.1,2.-0,1.-0,16,V,I,V,,,,16.0,I,I,E,,,
3/8/2020,,,2,HERMAN MARCEL,RO2,CIUC,16,I,I,I,I,E,E,PETROLUL,7.0,V,E,V,I,E,I,3.7,3.2,2.0,1.-2,1.-0,,I,I,E,E,V,V,4.0,V,I,E,E,E,I
3/8/2020,,,1,JACOB MORTENSEN,BE2,BERSOT,5,V,I,V,V,V,E,OUD HEVERLE,3.0,I,I,I,I,E,V,2.1,3.6,3.35,1.-0,1.-0,1,V,V,V,V,E,E,4.0,I,I,I,E,V,E
3/8/2020,,,X,JAMES STUART,PE,GRAU,20,E,I,I,I,E,I,SAN MARTIN,13.0,E,E,V,I,I,V,1.95,3.3,4.25,0.-0,0.-0,18,E,I,E,,,,11.0,E,V,I,,,
3/8/2020,,,1,JAN WANEMAKER,SPIII,OLOT,8,V,V,E,V,E,V,BADALONA,18.0,I,E,E,E,I,I,2.0,2.75,4.55,2.-0,1.-0,8,V,E,V,V,E,V,17.0,I,E,I,I,I,E
3/8/2020,,,1,KRISTIAN HOOVER,RO1,FCSB,2,V,E,E,I,E,V,CRAIOVA,5.0,I,V,I,V,V,V,,,,4.-1,1.-1,,V,E,E,V,V,I,,I,V,V,I,I,I
3/8/2020,,,X,LAWRENCE KAZANTAEV,PE,GRAU,20,E,I,I,I,E,I,SAN MARTIN,13.0,E,E,V,I,I,V,1.95,3.3,4.25,0.-0,0.-0,18,E,I,E,,,,11.0,E,V,I,,,
3/8/2020,,,X,MAIK HOPE,SPII,IZARA,19,E,E,E,I,V,I,SALAMANCA,13.0,E,E,E,I,I,E,2.5,3.15,2.75,1.-1,0.-1,15,E,E,V,V,E,I,12.0,E,E,I,V,I,E
3/8/2020,,,1,MATEO ANTUNOVICI,BE2,BERSOT,5,V,I,V,V,V,E,OUD HEVERLE,3.0,I,I,I,I,E,V,2.1,3.6,3.35,1.-0,1.-0,1,V,V,V,V,E,E,4.0,I,I,I,E,V,E
3/8/2020,,,1,MAX STEFENS,AG2,ATLANTA,3,V,I,V,V,AB,I,NUEVA CICAGO,16.0,I,E,V,E,E,I,2.0,3.25,4.1,2.-0,0.-0,2,V,V,E,E,V,V,14.0,I,V,E,I,I,E
3/8/2020,,,1,MIKAEL KESLER,SP2,GIHON,15,V,I,V,V,E,I,LAS PALMAS,14.0,I,E,E,E,I,I,2.05,3.05,4.25,4.-0,0.-0,8,V,V,E,V,V,I,6.0,I,E,E,I,E,E
3/8/2020,,,1,NICOLAS DONALSON,IT2,ENTELA,12,V,I,I,I,E,V,ASCOLI,15.0,I,E,I,I,E,V,2.08,3.4,3.6,3.-0,3.-0,12,V,I,I,V,E,E,19.0,I,I,I,V,I,I
3/8/2020,,,X,RAFAEL KUPLEN,CO1,ENVIGADO,15,E,E,I,V,I,I,AQILAS,12.0,E,E,I,E,E,V,2.15,3.15,3.7,2.-2,1.-0,7,E,V,I,V,,,17.0,E,I,E,I,,
3/8/2020,,,2,RENZO TREVISANO,SP2,ALCORCON,7,I,V,E,V,I,E,MIRANDES,11.0,V,E,I,E,E,E,2.15,3.05,3.85,1.-2,0.-0,20,I,E,I,V,E,E,14.0,V,I,E,E,E,V
3/8/2020,,,1,STEVE VORLEI,SPIII,LA NUCIA,10,V,E,V,I,I,V,GIMNASTIC,14.0,I,V,I,E,E,V,2.4,3.1,2.9,2.-0,1.-0,6,V,V,V,V,E,E,13.0,I,I,E,E,E,E
3/8/2020,,,1,TILER DAN,SPIII,OLOT,8,V,V,E,V,E,V,BADALONA,18.0,I,E,E,E,I,I,2.0,2.75,4.55,2.-0,1.-0,8,V,E,V,V,E,V,17.0,I,E,I,I,I,E
3/8/2020,,,1,TOBIAS PEDERSEN,SP2,GIHON,15,V,I,V,V,E,I,LAS PALMAS,14.0,I,E,E,E,I,I,2.05,3.05,4.25,4.-0,0.-0,8,V,V,E,V,V,I,6.0,I,E,E,I,E,E
3/8/2020,,,1,TOBY SARP,SPIII,OLOT,8,V,V,E,V,E,V,BADALONA,18.0,I,E,E,E,I,I,2.0,2.75,4.55,2.-0,1.-0,8,V,E,V,V,E,V,17.0,I,E,I,I,I,E
3/8/2020,,,X,TOM SEILER,GE2,KIEL,8,E,I,I,V,V,V,GREUTER FURT,6.0,E,V,E,I,I,V,1.85,3.75,4.1,1.-1,1.-1,15,E,I,V,E,I,E,10.0,E,E,V,I,V,I
3/8/2020,,,1,TOMAS KOZLOVSKI,IT2,ENTELA,12,V,I,I,I,E,V,ASCOLI,15.0,I,E,I,I,E,V,2.08,3.4,3.6,3.-0,3.-0,12,V,I,I,V,E,E,19.0,I,I,I,V,I,I
3/8/2020,,,X,TOMAS ZIGLER,POR1,GIL VICENTE,8,E,V,I,V,E,I,SANTA CLARA,10.0,E,I,I,V,V,V,2.2,3.05,3.7,1.-1,0.-0,9,E,I,I,V,E,V,8.0,E,I,V,V,I,V
3/8/2020,,,X,VACLAV BRAIZDA,PE,GRAU,20,E,I,I,I,E,I,SAN MARTIN,13.0,E,E,V,I,I,V,1.95,3.3,4.25,0.-0,0.-0,18,E,I,E,E,,,11.0,E,V,I,,,
3/8/2020,,,1,VALDEMAR PETERSEN,EN2,DERBY,14,V,V,I,E,E,I,BLAKBURN,10.0,I,E,E,E,V,V,2.35,3.3,3.1,3.-0,2.-0,5,V,E,E,V,V,V,13.0,I,E,V,E,V,I
3/8/2020,,,X,VLADKO VIDATOVICI,SP1,LEVANTE,12,E,I,V,I,V,I,GRANADA,9.0,E,E,V,V,I,V,2.1,3.35,3.6,1.-1,1.-0,10,E,V,V,I,V,I,12.0,E,V,I,I,I,I
3/8/2020,,,1,WILI PERMERO,FR1,RENES,3,V,V,V,I,E,I,MONTPELIER,8.0,I,V,I,I,V,E,2.15,3.15,3.7,5.-0,2.-0,6,V,V,E,V,I,V,17.0,I,I,I,I,V,I
3/8/2021,,21.0,1,ADALGISO RUSO,EN1,WEST HAM,7,V,I,V,V,E,V,LEED UNITED,11.0,I,I,V,I,I,V,2.15,3.6,3.5,2.-0,2.-0,3,V,V,V,I,V,V,11.0,I,I,I,V,V,I
3/8/2021,,20.45,1,ADAM KRIZ,IT1,INTER MILANO,1,V,V,V,V,V,V,ATALANTA,5.0,I,V,V,V,V,E,2.1,3.75,3.5,1.-0,0.-0,3,V,V,V,V,V,V,3.0,I,V,V,V,E,V
3/8/2021,,18.0,1,ANDREAS FLEICHER,PO1,WARTA POZNAN,12,V,I,V,V,E,V,WISLA PLOCH,13.0,I,E,I,I,V,V,3.2,2.95,2.5,2.-0,1.-0,15,V,I,V,V,I,V,10.0,I,E,I,V,V,I
3/8/2021,,16.3,1,ARIOSTO CREMONESI,RO1,FC ARGES,10,V,I,V,E,V,V,POLI IASI,16.0,I,I,I,E,I,I,2.05,3.25,3.9,2.-0,1.-0,11,V,E,V,E,E,E,16.0,I,E,I,I,E,V
3/8/2021,,16.3,1,CAYDEN MILER,BG1,TARCO SELOO,8,V,V,E,I,I,E,SLAVIA SOFIA,12.0,I,V,E,I,I,V,2.2,3.2,3.15,2.-0,1.-0,13,V,E,I,E,I,V,12.0,I,E,I,V,I,I
3/8/2021,,16.0,1,CRISTIAN PAROT,CIP,ETNICOS ACHNAS,13,V,I,I,I,V,V,DOXA CATOCOPIA,10.0,I,E,I,E,I,I,2.35,3.35,3.05,2.-1,1.-0,14,V,I,V,E,I,V,12.0,I,I,I,I,E,I
3/8/2021,,22.45,2,DIRK PETERS,URG,DEPORTIVO MALDONARO,12,I,E,E,E,I,E,FENIX,9.0,V,V,E,E,E,E,2.5,2.95,2.9,0.-2,0.-0,12,V,E,I,E,V,I,11.0,I,E,E,V,I,
3/8/2021,,18.0,1,DOMINIK RITER,PO1,WARTA POZNAN,12,V,I,V,V,E,V,WISLA PLOCH,13.0,I,E,I,I,V,V,3.2,2.95,2.5,2.-0,1.-0,15,V,I,V,V,I,V,10.0,I,E,I,V,V,I
3/8/2021,,17.0,X,EDI SADRIA,TC2,ADANASPOR,14,E,I,I,E,E,I,BALIKESPOR,15.0,E,E,E,V,E,V,2.35,3.25,2.85,1.-1,0.-1,14,E,I,E,V,I,I,15.0,E,E,E,I,I,E
3/8/2021,,17.0,2,FINLAY BOWEN,POR2,COCA DA PIEDAD,13,I,I,E,E,I,V,ACADEMICO VISEU,16.0,V,I,I,I,I,V,2.5,2.85,3.0,0.-2,0.-0,13,I,E,E,V,E,I,15.0,V,I,I,I,I,E
3/8/2021,,18.0,X,FREDRICH KNUDSEN,IS1,ASHOOD,3,E,V,I,I,E,V,HAPOEL HADERA,11.0,E,E,V,V,I,E,1.9,3.1,4.25,1.-1,0.-1,2,E,V,E,V,V,V,12.0,E,V,I,V,I,I
3/8/2021,,20.45,1,GEORGE DAVIS,IT1,INTER MILANO,1,V,V,V,V,V,V,ATALANTA,5.0,I,V,V,V,V,E,2.1,3.75,3.5,1.-0,0.-0,3,V,V,V,V,V,V,3.0,I,V,V,V,E,V
3/8/2021,,15.0,X,GIOVANI TONAER,ALG,BELUZAID,9,E,E,E,V,V,E,CONSTANTINE,13.0,E,V,E,I,V,V,1.98,2.9,4.25,1.-1,0.-0,12,E,E,V,E,V,V,14.0,E,E,V,I,E,I
3/8/2021,,16.3,1,HAIDEN ASLEI,BG1,TARCO SELOO,8,V,V,E,I,I,E,SLAVIA SOFIA,12.0,I,V,E,I,I,V,2.2,3.2,3.15,2.-0,1.-0,13,V,E,I,E,I,V,12.0,I,E,I,V,I,I
3/8/2021,,19.0,X,HENIO ZAWADZKI,POR2,VILAFRANCHESE,15,E,E,E,E,I,E,SPORTING COLIVIA,12.0,E,V,I,V,E,E,2.5,2.85,3.0,2.-2,1.-1,14,E,E,E,E,E,V,7.0,E,V,I,E,E,I
3/8/2021,,16.0,1,IGOR MATVEEV,CIP,ETNICOS ACHNAS,13,V,I,I,I,V,V,DOXA CATOCOPIA,10.0,I,E,I,E,I,I,2.35,3.35,3.05,2.-1,1.-0,14,V,I,V,E,I,V,12.0,I,I,I,I,E,I
3/8/2021,,17.0,X,JACOB MORTENSEN,TC2,ADANASPOR,14,E,I,I,E,E,I,BALIKESPOR,15.0,E,E,E,V,E,V,2.35,3.25,2.85,1.-1,0.-1,14,E,I,E,V,I,I,15.0,E,E,E,I,I,E
3/8/2021,,18.0,X,JAMES STUART,CIP,APOLON LIMASOL,3,E,E,V,I,V,E,AEL LIMASOL,2.0,E,V,V,V,E,V,2.55,3.1,2.95,0.-0,0.-0,4,E,V,V,V,V,E,5.0,E,V,E,E,I,V
3/8/2021,,21.0,1,JON GUNARSON,EN1,WEST HAM,7,V,I,V,V,E,V,LEED UNITED,11.0,I,I,V,I,I,V,2.15,3.6,3.5,2.-0,2.-0,3,V,V,V,I,V,V,11.0,I,I,I,V,V,I
3/8/2021,,15.1,X,LIONELE DAVIDE,KU,AL QADSIA,2,E,V,V,E,V,I,KUWEIT SC,4.0,E,V,E,E,E,V,2.4,3.25,2.8,1.-1,1.-0,1,E,V,V,V,V,,4.0,E,E,E,V,,
3/8/2021,,15.1,X,LUCAS MORIZ,KU,AL QADSIA,2,E,V,V,E,V,I,KUWEIT SC,4.0,E,V,E,E,E,V,2.4,3.25,2.8,1.-1,1.-0,1,E,V,V,V,V,,4.0,E,E,E,V,,
3/8/2021,,18.0,X,MAIK HOPE,CIP,APOLON LIMASOL,3,E,E,V,I,V,E,AEL LIMASOL,2.0,E,V,V,V,E,V,2.55,3.1,2.95,0.-0,0.-0,4,E,V,V,V,V,E,5.0,E,V,E,E,I,V
3/8/2021,,16.0,X,MARK EARNEST,POR2,PORTO B,18,E,E,E,I,E,I,CASA PIA,9.0,E,V,I,I,I,E,2.2,3.2,3.15,1.-1,0.-0,17,E,I,I,E,I,I,6.0,E,I,I,V,E,E
3/8/2021,,20.45,1,MATEO ANTUNOVICI,IT1,INTER MILANO,1,V,V,V,V,V,V,ATALANTA,5.0,I,V,V,V,V,E,2.1,3.75,3.5,1.-0,0.-0,3,V,V,V,V,V,V,3.0,I,V,V,V,E,V
3/8/2021,,16.0,X,MAX STEFENS,POR2,PORTO B,18,E,E,E,I,E,I,CASA PIA,9.0,E,V,I,I,I,E,2.2,3.2,3.15,1.-1,0.-0,17,E,I,I,E,I,I,6.0,E,I,I,V,E,E
3/8/2021,,14.0,2,MIKAEL KESLER,TC1,TRABZONSPOR,4,I,V,I,V,V,V,ALANIASPOR,6.0,V,E,I,I,E,V,2.15,3.3,3.5,1.-3,0.-0,9,I,I,V,V,V,V,14.0,V,I,E,E,E,I
3/8/2021,,18.0,X,RYAN GRAY,CIP,APOLON LIMASOL,3,E,E,V,I,V,E,AEL LIMASOL,2.0,E,V,V,V,E,V,2.55,3.1,2.95,0.-0,0.-0,4,E,V,V,V,V,E,5.0,E,V,E,E,I,V
3/8/2021,,17.0,X,STEVE VORLEI,TC2,ADANASPOR,14,E,I,I,E,E,I,BALIKESPOR,15.0,E,E,E,V,E,V,2.35,3.25,2.85,1.-1,0.-1,14,E,I,E,V,I,I,15.0,E,E,E,I,I,E
3/8/2021,,18.0,X,TILER DAN,IS1,ASHOOD,3,E,V,I,I,E,V,HAPOEL HADERA,11.0,E,E,V,V,I,E,1.9,3.1,4.25,1.-1,0.-1,2,E,V,E,V,V,V,12.0,E,V,I,V,I,I
3/8/2021,,15.0,X,TOBIAS MOLNER,ALG,BELUZAID,9,E,E,E,V,V,E,CONSTANTINE,13.0,E,V,E,I,V,V,1.98,2.9,4.25,1.-1,0.-0,12,E,E,V,E,V,V,14.0,E,E,V,I,E,I
3/8/2021,,18.0,X,TOBIAS PEDERSEN,IS1,ASHOOD,3,E,V,I,I,E,V,HAPOEL HADERA,11.0,E,E,V,V,I,E,1.9,3.1,4.25,1.-1,0.-1,2,E,V,E,V,V,V,12.0,E,V,I,V,I,I
3/8/2021,,22.45,2,TOBY SARP,URG,DEPORTIVO MALDONARO,12,I,E,E,E,I,E,FENIX,9.0,V,V,E,E,E,E,2.5,2.95,2.9,0.-2,0.-0,12,V,E,I,E,V,I,11.0,I,E,E,V,I,
3/8/2021,,20.45,1,TOMAS KOZLOVSKI,IT1,INTER MILANO,1,V,V,V,V,V,V,ATALANTA,5.0,I,V,V,V,V,E,2.1,3.75,3.5,1.-0,0.-0,3,V,V,V,V,V,V,3.0,I,V,V,V,E,V
3/8/2021,,17.3,2,TOMAS ZIGLER,BAH,AL NAJMA,6,I,V,E,I,V,I,MANAMA,3.0,V,I,V,V,I,E,2.6,3.0,2.75,1.-5,1.-1,9,I,V,I,V,I,,4.0,V,I,V,V,I,E
3/8/2021,,15.0,X,VACLAV BRAIZDA,IND1,MUMBAI CYTI,1,E,V,V,I,I,E,GOA,4.0,E,E,V,V,E,E,2.35,3.1,3.0,0.-0,0.-0,2,E,V,I,E,I,E,2.0,E,V,E,E,E,E
3/8/2021,,16.0,1,VALDEMAR PETERSEN,CIP,ETNICOS ACHNAS,13,V,I,I,I,V,V,DOXA CATOCOPIA,10.0,I,E,I,E,I,I,2.35,3.35,3.05,2.-1,1.-0,14,V,I,V,E,I,V,12.0,I,I,I,I,E,I
3/8/2021,,18.0,X,WALID MORAIS,IS1,ASHOOD,3,E,V,I,I,E,V,HAPOEL HADERA,11.0,E,E,V,V,I,E,1.9,3.1,4.25,1.-1,0.-1,2,E,V,E,V,V,V,12.0,E,V,I,V,I,I
3/9/2020,,,X,ANDREAS FLEICHER,RO1,GAZ METAN,,E,I,V,V,E,I,CFR,,E,V,V,E,E,V,4.8,3.3,1.85,0.-0,0.-0,,E,V,E,V,V,E,,E,V,E,V,I,E
3/9/2020,,,X,ARIOSTO CREMONESI,PE,AYACUCO,4,E,V,V,V,V,I,ALIANZA UNIVERSIDAD,1.0,E,V,V,V,V,V,1.9,3.3,4.5,1.-1,0.-0,5,E,V,V,,,,4.0,E,V,V,,,
3/9/2020,,,X,AUGUST KAITANEN,PE,AYACUCO,4,E,V,V,V,V,I,ALIANZA UNIVERSIDAD,1.0,E,V,V,V,V,V,1.9,3.3,4.5,1.-1,0.-0,4,E,V,V,,,,1.0,E,V,V,,,
3/9/2020,,,X,CAYDEN MILER,RO1,GAZ METAN,,E,I,V,V,E,I,CFR,,E,V,V,E,E,V,4.8,3.3,1.85,0.-0,0.-0,,E,V,E,V,V,E,,E,V,E,V,I,E
3/9/2020,,,X,CRISTIAN PAROT,PE,AYACUCO,4,E,V,V,V,V,I,ALIANZA UNIVERSIDAD,1.0,E,V,V,V,V,V,1.9,3.3,4.5,1.-1,0.-0,5,E,V,V,,,,4.0,E,V,V,,,
3/9/2020,,,1,DANIEL PEDERSEN,MAR,RAJA BENI,16,V,E,E,I,E,I,RAPICE ZUEM,13.0,I,E,E,E,I,I,4.65,2.8,1.95,1.-0,1.-0,16,V,E,I,E,E,I,11.0,I,E,I,E,E,V
3/9/2020,,,1,DIRK PETERS,IT2,CHIEVO,9,V,E,I,V,V,E,COSENZA,19.0,I,I,E,I,V,I,1.95,3.15,4.5,2.-0,1.-0,13,V,I,V,I,V,V,11.0,I,E,V,I,I,I
3/9/2020,,,1,DOMINIK RITER,BAH,MANAMA,7,V,I,E,E,I,V,AL NAJMA,5.0,I,V,E,I,V,E,2.05,4.0,2.9,1.-0,1.-0,6,V,V,E,E,V,,9.0,I,E,I,E,I,
3/9/2020,,,X,ELIA YAZANDA,EG,ISMAILI,9,E,I,I,V,E,V,EL GUNAH,12.0,E,E,V,V,I,I,2.0,2.9,4.15,1.-1,0.-0,8,E,I,V,V,E,I,14.0,E,E,V,I,E,I
3/9/2020,,,1,ERIC ASHONOV,RU2,ARMAVIR,13,V,I,V,V,I,V,FAKEL VOR,20.0,I,I,E,I,I,I,2.2,3.1,3.25,1.-0,1.-0,10,V,V,I,E,E,V,19.0,I,E,I,I,V,I
3/9/2020,,,X,FEJES VICTOR,EG,ISMAILI,9,E,I,I,V,E,V,EL GUNAH,12.0,E,E,V,V,I,I,2.0,2.9,4.15,1.-1,0.-0,8,E,I,V,V,E,I,14.0,E,E,V,I,E,I
3/9/2020,,,1,FONS VERNIC,MAR,RAJA BENI,16,V,E,E,I,E,I,RAPICE ZUEM,13.0,I,E,E,E,I,I,4.65,2.8,1.95,1.-0,1.-0,16,V,E,I,E,E,I,11.0,I,E,I,E,E,V
3/9/2020,,,X,FRANCESCO GALO,EG,ISMAILI,9,E,I,I,V,E,V,EL GUNAH,12.0,E,E,V,V,I,I,2.0,2.9,4.15,1.-1,0.-0,8,E,I,V,V,E,I,14.0,E,E,V,I,E,I
3/9/2020,,,X,GANEA WISOCI,TC1,GENCLERBIRLIGI,11,E,I,V,V,I,I,ANTALIASPOR,12.0,E,E,V,V,E,E,2.15,3.35,3.45,1.-1,0.-0,11,E,V,I,V,E,V,10.0,E,V,E,V,I,E
3/9/2020,,,1,GASTON ROBLES,RU2,ARMAVIR,13,V,I,V,V,I,V,FAKEL VOR,20.0,I,I,E,I,I,I,2.2,3.1,3.25,1.-0,1.-0,10,V,V,I,E,E,V,19.0,I,E,I,I,V,I
3/9/2020,,,1,GEORGE DAVIS,MAR,RAJA BENI,16,V,E,E,I,E,I,RAPICE ZUEM,13.0,I,E,E,E,I,I,4.65,2.8,1.95,1.-0,1.-0,16,V,E,I,E,E,I,11.0,I,E,I,E,E,V
3/9/2020,,,1,GEORGE GATO,CHI,U CALERA,4,V,E,V,V,I,V,COQINBO,14.0,I,V,E,I,AB,I,2.0,3.3,4.0,2.-0,1.-0,5,V,E,V,V,,,15.0,I,E,I,I,,
3/9/2020,,,X,GEORGE GATO,TC1,GENCLERBIRLIGI,11,E,I,V,V,I,I,ANTALIASPOR,12.0,E,E,V,V,E,E,2.15,3.35,3.45,1.-1,0.-0,11,E,V,I,V,E,V,10.0,E,V,E,V,I,E
3/9/2020,,,1,GEORGE MILS,PO2,PODBESKIE,3,V,V,I,V,V,E,WARTA POZNAN,1.0,I,V,V,V,I,V,2.0,3.25,3.65,2.-0,1.-0,1,V,V,V,V,V,I,2.0,I,V,V,E,V,E
3/9/2020,,,1,HAIDEN ASLEI,IT2,CHIEVO,9,V,E,I,V,V,E,COSENZA,19.0,I,I,E,I,V,I,1.95,3.15,4.5,2.-0,1.-0,13,V,I,V,I,V,V,11.0,I,E,V,I,I,I
3/9/2020,,,X,HEIKI LAURILA,TC1,GENCLERBIRLIGI,11,E,I,V,V,I,I,ANTALIASPOR,12.0,E,E,V,V,E,E,2.15,3.35,3.45,1.-1,0.-0,11,E,V,I,V,E,V,10.0,E,V,E,V,I,E
3/9/2020,,,1,HERMAN MARCEL,IT2,CHIEVO,9,V,E,I,V,V,E,COSENZA,19.0,I,I,E,I,V,I,1.95,3.15,4.5,2.-0,1.-0,13,V,I,V,I,V,V,11.0,I,E,V,I,I,I
3/9/2020,,,1,JACOB MORTENSEN,BAH,MANAMA,7,V,I,E,E,I,V,AL NAJMA,5.0,I,V,E,I,V,E,2.05,4.0,2.9,1.-0,1.-0,6,V,V,E,E,V,,9.0,I,E,I,E,I,
3/9/2020,,,2,JAMIE BOWMAN,IS2,HAPOEL AFULA,15,I,E,V,V,V,E,BNEI SASHIN,4.0,V,E,E,V,V,E,3.75,3.2,1.98,0.-4,0.-2,14,I,V,V,I,E,E,6.0,V,E,V,V,V,E
3/9/2020,,,X,JAN WANEMAKER,PE,AYACUCO,4,E,V,V,V,V,I,ALIANZA UNIVERSIDAD,1.0,E,V,V,V,V,V,1.9,3.3,4.5,1.-1,0.-0,5,E,V,V,,,,4.0,E,V,V,,,
3/9/2020,,,1,LAWRENCE KAZANTAEV,BAH,AL RIFA,4,V,I,V,V,I,V,AL AHLI,6.0,I,V,I,E,I,E,1.8,3.95,3.65,3.-1,2.-1,5,V,V,I,V,V,,2.0,I,V,V,I,V,
3/9/2020,,,X,LIONELE DAVIDE,RO1,VOLUNTARI,,E,E,V,V,V,I,HERMANSTAD,,E,V,I,E,I,E,2.4,3.05,3.25,1.-1,0.-0,,E,V,V,I,I,I,,E,I,I,E,E,I
3/9/2020,,,X,LUCAS MORIZ,PE,AYACUCO,4,E,V,V,V,V,I,ALIANZA UNIVERSIDAD,1.0,E,V,V,V,V,V,1.9,3.3,4.5,1.-1,0.-0,5,E,V,V,,,,4.0,E,V,V,,,
3/9/2020,,,1,MAIK HOPE,BAH,MANAMA,7,V,I,E,E,I,V,AL NAJMA,5.0,I,V,E,I,V,E,2.05,4.0,2.9,1.-0,1.-0,6,V,V,E,E,V,,9.0,I,E,I,E,I,
3/9/2020,,,X,MAX STEFENS,PE,AYACUCO,4,E,V,V,V,V,I,ALIANZA UNIVERSIDAD,1.0,E,V,V,V,V,V,1.9,3.3,4.5,1.-1,0.-0,5,E,V,V,,,,4.0,E,V,V,,,
3/9/2020,,,X,MIKAEL KESLER,RU2,ROTOR VOL,1,E,V,E,V,E,V,NEFTERKIMIC,5.0,E,V,V,E,V,V,1.7,3.4,5.05,1.-1,1.-0,4,E,V,E,E,V,V,2.0,E,V,V,V,I,V
3/9/2020,,,X,MIKEL PEDERSEN,IT3C,CAVESE,14,E,I,V,E,E,I,POTENZA,4.0,E,V,V,V,E,I,4.35,2.95,1.76,0.-0,0.-0,10,E,V,E,I,V,V,5.0,E,V,V,I,E,E
3/9/2020,,,1,RAFAEL KUPLEN,RU2,ARMAVIR,13,V,I,V,V,I,V,FAKEL VOR,20.0,I,I,E,I,I,I,2.2,3.1,3.25,1.-0,1.-0,10,V,V,I,E,E,V,19.0,I,E,I,I,V,I
3/9/2020,,,2,RENZO TREVISANO,OL2,YOUNG UTREHT,11,I,I,V,I,V,E,NEC NIJMEGEN,10.0,V,E,I,V,V,I,3.5,3.95,1.95,1.-2,1.-1,8,I,V,V,E,V,V,7.0,V,I,V,E,V,I
3/9/2020,,,X,STEVE MASOL,RO1,GAZ METAN,,E,I,V,V,E,I,CFR,,E,V,V,E,E,V,4.8,3.3,1.85,0.-0,0.-0,,E,V,E,V,V,E,,E,V,E,V,I,E
3/9/2020,,,1,TILER DAN,BAH,MANAMA,7,V,I,E,E,I,V,AL NAJMA,5.0,I,V,E,I,V,E,2.05,4.0,2.9,1.-0,1.-0,6,V,V,E,E,V,,9.0,I,E,I,E,I,
3/9/2020,,,1,TOBIAS MOLNER,BAH,MANAMA,7,V,I,E,E,I,V,AL NAJMA,5.0,I,V,E,I,V,E,2.05,4.0,2.9,1.-0,1.-0,6,V,V,E,E,V,,9.0,I,E,I,E,I,
3/9/2020,,,1,TOBIAS PEDERSEN,BAH,MANAMA,7,V,I,E,E,I,V,AL NAJMA,5.0,I,V,E,I,V,E,2.05,4.0,2.9,1.-0,1.-0,6,V,V,E,E,V,,9.0,I,E,I,E,I,
3/9/2020,,,1,TOBY SARP,IT1,SASUOLO,13,V,I,V,V,E,V,BRESCIA,20.0,I,I,I,E,I,I,1.8,3.85,4.4,3.-0,1.-0,,V,I,V,V,I,E,18.0,I,I,I,I,E,V
3/9/2020,,,1,TOBY SARP,IT2,CHIEVO,9,V,E,I,V,V,E,COSENZA,19.0,I,I,E,I,V,I,1.95,3.15,4.5,2.-0,1.-0,13,V,I,V,I,V,V,11.0,I,E,V,I,I,I
3/9/2020,,,X,TOM SEILER,EG,ISMAILI,9,E,I,I,V,E,V,EL GUNAH,12.0,E,E,V,V,I,I,2.0,2.9,4.15,1.-1,0.-0,8,E,I,V,V,E,I,14.0,E,E,V,I,E,I
3/9/2020,,,2,TOMAS ZIGLER,IS2,HAPOEL AFULA,15,I,E,V,V,V,E,BNEI SASHIN,4.0,V,E,E,V,V,E,3.75,3.2,1.98,0.-4,0.-2,14,I,V,V,I,E,E,6.0,V,E,V,V,V,E
3/9/2020,,,X,VACLAV BRAIZDA,PE,AYACUCO,4,E,V,V,V,V,I,ALIANZA UNIVERSIDAD,1.0,E,V,V,V,V,V,1.9,3.3,4.5,1.-1,0.-0,5,E,V,V,,,,4.0,E,V,V,,,
3/9/2020,,,2,VALDEMAR PETERSEN,IS2,HAPOEL AFULA,15,I,E,V,V,V,E,BNEI SASHIN,4.0,V,E,E,V,V,E,3.75,3.2,1.98,0.-4,0.-2,14,I,V,V,I,E,E,6.0,V,E,V,V,V,E
3/9/2020,,,X,WALID MORAIS,EG,ISMAILI,9,E,I,I,V,E,V,EL GUNAH,12.0,E,E,V,V,I,I,2.0,2.9,4.15,1.-1,0.-0,8,E,I,V,V,E,I,14.0,E,E,V,I,E,I
